# pseudogene  | codingGene |  PMID | Abstract


PTENP1 | ESR1 | PMID: 29021233 | PTENP1 upregulation decreases PTEN gene expression in the ER-positive MCF7 and T47D human breast carcinoma cells and accelerates MCF7 tumor growth in vivo. Of note, PTENP1 transduction significantly decreases ERα (ESR1) mRNA and protein levels in MCF7 xenografts with a concomitant increase in hsa-miR-26a, a miR known to target ESR1. In the ER-negative MDA-MB-231 and C3HBA breast cancer cells upregulation of PTENP1 increases PTEN gene expression with no influence on hsa-miR-26a, ESR1 or ERα expression.
KIR3DP1 | KIR2DL4 | PMID: 16733717 | Sixteen KIR genes were observed in Pacific Islands populations from the Cook Islands, Samoa, Tokelau, and Tonga. The majority of KIR genes were present at similar frequencies between the four populations with KIR2DL4, KIR3DL2, and KIR3DP1 genes observed in all individuals. Commonly observed KIR genes in Pacific Islands populations (pooled frequencies) were KIR2DL1 (0.

KIR3DP1 | KIR3DL2 | PMID: 16733717 | Sixteen KIR genes were observed in Pacific Islands populations from the Cook Islands, Samoa, Tokelau, and Tonga. The majority of KIR genes were present at similar frequencies between the four populations with KIR2DL4, KIR3DL2, and KIR3DP1 genes observed in all individuals. Commonly observed KIR genes in Pacific Islands populations (pooled frequencies) were KIR2DL1 (0.

KIR2DS4 | KIR3DL3 | PMID: 16733717 | KIR2DL1 (0.77), KIR2DL3 (0.77), KIR3DL1 (0.65), KIR3DL3 (0.93), KIR2DS4/1D (0.78), and KIR2DP1 (0.

KIR2DS4 | KIR2DL3 | PMID: 16733717 | KIR2DL1 (0.77), KIR2DL3 (0.77), KIR3DL1 (0.65), KIR3DL3 (0.93), KIR2DS4/1D (0.78), and KIR2DP1 (0.

KIR2DS4 | KIR2DL1 | PMID: 16733717 | KIR2DL1 (0.77), KIR2DL3 (0.77), KIR3DL1 (0.65), KIR3DL3 (0.93), KIR2DS4/1D (0.78), and KIR2DP1 (0.

KIR2DS4 | KIR3DL1 | PMID: 16733717 | KIR2DL1 (0.77), KIR2DL3 (0.77), KIR3DL1 (0.65), KIR3DL3 (0.93), KIR2DS4/1D (0.78), and KIR2DP1 (0.

CYP21A1P | CYP21A2 | PMID: 16684614 | 7- and 3.2-kb fragments produced by TaqI digestion are respective crucial markers of the CYP21A2 and CYP21A1P genes for the analysis of the RCCX module in chromosome 6p21.3.

CYP21A1P | CYP21A2 | PMID: 16684614 | We concluded that the 6.2-kb TaqI fragments of the CYP21A2 haplotype may lead to an incorrect result in the analysis between CYP21A2 and CYP21A1P. The formation of the 3.2-kb TaqI fragment

NATP | NAT1 | PMID: 16416399 | Mutations in NAT2 leading to the so-called slow-acetylation phenotype reach high frequencies worldwide, which questions the significance of altered acetylation in human adaptation. To investigate the role of population history and natural selection in shaping NATs variation, we characterized genetic diversity through the resequencing and genotyping of NAT1, NAT2, and the pseudogene NATP in a collection of 13 different populations with distinct ethnic backgrounds and demographic pasts. This combined study design allowed us to define a detailed map of linkage disequilibrium of the NATs region as well as to perform a number of sequence-based neutrality tests and the long-range haplotype (LRH) test.

NATP | NAT2 | PMID: 16416399 | Mutations in NAT2 leading to the so-called slow-acetylation phenotype reach high frequencies worldwide, which questions the significance of altered acetylation in human adaptation. To investigate the role of population history and natural selection in shaping NATs variation, we characterized genetic diversity through the resequencing and genotyping of NAT1, NAT2, and the pseudogene NATP in a collection of 13 different populations with distinct ethnic backgrounds and demographic pasts. This combined study design allowed us to define a detailed map of linkage disequilibrium of the NATs region as well as to perform a number of sequence-based neutrality tests and the long-range haplotype (LRH) test.

HLA-J | HLA-A | PMID: 16236759 | In all three populations, we observed high levels of nucleotide variation, an excess of intermediate-frequency alleles, and a genealogy with two common haplotypes separated by deep branches, features that are suggestive of balancing selection acting in this region. Comparisons to HLA-A and a pseudogene, HLA-J, suggested that the observed pattern of sequence variation in the HLA-G promoter region is not likely due to other selected HLA genes. We suggest that the mechanism for this selection is related to the highly regulated expression pattern of HLA-G and that high- and low-expressing promoters may be favored under temporally and/or spatially varying selective pressures. DOI: 10.

NAPSB | CASP1 | PMID: 16162398 | For example, the genes encoding PRSS33/EOS, a macrophage serine protease conserved in most mammals, and GGTLA1 are absent in chimpanzee, while the gene for metalloprotease MMP23A, located in chromosome 1p36, has been specifically duplicated in the human genome together with its neighbor gene CDC2L1. Other differences arise from single nucleotide changes in protease genes, such as NAPSB and CASP12, resulting in the presence of functional genes in chimpanzee and pseudogenes in human. Finally, we have confirmed that the Trypanosoma lytic factor HPR is inactive in chimpanzee, likely contributing to the susceptibility of chimpanzees to T.

MBL1P | MBL2 | PMID: 16115813 | In man, the MBL genetic system comprises one functional gene (MBL2) and one expressed pseudogene (MBL1P1), whereas the lower primate, the rhesus monkey resembles rodents with two functional MBL genes. We have investigated the molecular mechanisms behind the evolutionary loss of MBL expression from lower primates to man, including silencing of the MBL1P1 gene and the generation of MBL2 variant structural alleles and promoter polymorphisms leading to the present human MBL2 haplotypes. We present data showing that the MBL1P1 gene has been repeatedly hit throughout evolution and silenced eventually by mutations in the glycine residues of the collagen-like region.

TNXA | TNXB | PMID: 15639189 | Epub 2004 Nov 11. Chimeric CYP21P/CYP21 and TNXA/TNXB genes in the RCCX module. Lee HH(1). Author information: (1)Department of Medical Research, Mackay Memorial Hospital, No.

TNXA | TNXB | PMID: 15639189 | tw Two types of chimeric RCCX modules found in chromosome 6p21.3 are the chimeras CYP21P/CYP21 and TNXA/TNXB. The CYP21P-specific sequence of chimera CYP21P/CYP21 has the 5'-end in common, but differs in the 3'-end of CYP21-specific genes.

TNXA | TNXB | PMID: 15639189 | The CYP21P-specific sequence of chimera CYP21P/CYP21 has the 5'-end in common, but differs in the 3'-end of CYP21-specific genes. The sequence organization of the gene array is C4A-CYP21P/CYP21-TNXB, whereas chimera TNXA/TNXB is caused by a CYP21 deletion, and a partial TNXB replaced by the TNXA gene shows the C4A-CYP21P-TNXA/TNXB sequence. Therefore, chimeras CYP21P/CYP21 and TNXA/TNXB are two distinct hybrid genes produced in the RCCX module in HLA class III.

TNXA | C4A | PMID: 15639189 | The CYP21P-specific sequence of chimera CYP21P/CYP21 has the 5'-end in common, but differs in the 3'-end of CYP21-specific genes. The sequence organization of the gene array is C4A-CYP21P/CYP21-TNXB, whereas chimera TNXA/TNXB is caused by a CYP21 deletion, and a partial TNXB replaced by the TNXA gene shows the C4A-CYP21P-TNXA/TNXB sequence. Therefore, chimeras CYP21P/CYP21 and TNXA/TNXB are two distinct hybrid genes produced in the RCCX module in HLA class III.

TNXA | TNXB | PMID: 15639189 | The CYP21P-specific sequence of chimera CYP21P/CYP21 has the 5'-end in common, but differs in the 3'-end of CYP21-specific genes. The sequence organization of the gene array is C4A-CYP21P/CYP21-TNXB, whereas chimera TNXA/TNXB is caused by a CYP21 deletion, and a partial TNXB replaced by the TNXA gene shows the C4A-CYP21P-TNXA/TNXB sequence. Therefore, chimeras CYP21P/CYP21 and TNXA/TNXB are two distinct hybrid genes produced in the RCCX module in HLA class III.

TNXA | TNXB | PMID: 15639189 | The sequence organization of the gene array is C4A-CYP21P/CYP21-TNXB, whereas chimera TNXA/TNXB is caused by a CYP21 deletion, and a partial TNXB replaced by the TNXA gene shows the C4A-CYP21P-TNXA/TNXB sequence. Therefore, chimeras CYP21P/CYP21 and TNXA/TNXB are two distinct hybrid genes produced in the RCCX module in HLA class III. In addition, the haplotype of CYP21 with chimera CYP21P/CYP21 causes 21-hydroxylase deficiency in congenital adrenal hyperplasia (CAH), while chimera TNXA/TNXB is associated with Ehlers-Danols syndrome as well as CAH. DOI: 10.

TNXA | TNXB | PMID: 15639189 | Therefore, chimeras CYP21P/CYP21 and TNXA/TNXB are two distinct hybrid genes produced in the RCCX module in HLA class III. In addition, the haplotype of CYP21 with chimera CYP21P/CYP21 causes 21-hydroxylase deficiency in congenital adrenal hyperplasia (CAH), while chimera TNXA/TNXB is associated with Ehlers-Danols syndrome as well as CAH. DOI: 10.

ABCC13 | ABCC2 | PMID: 15203202 | On chromosome 21q11.2, spanning 90 kb, is an ABC gene-like sequence (recently annotated as ABCC13) with the highest similarity to ABCC2. Here we show that while comparative analysis and in silico prediction methods indicate the presence of at least 28 exons, the major ABCC13 transcript in humans consists of only 6 exons with a total length of 1.

CYP4Z2P | CYP4Z1 | PMID: 15059886 | Moreover, a transcribed pseudogene CYP4Z2P that codes for a truncated CYP protein (340 amino acids) with 96% identity to CYP4Z1 was found in SK-BR-3. CYP4Z1 and CYP4Z2P genes consisting of 12 exons are localized in head-to-head orientation on chromosome 1p33. Tissue-specific expression was investigated using real-time reverse transcription PCR with normalized cDNA from 18 different human tissues.

CYP4Z2P | CYP4Z1 | PMID: 15059886 | Investigation of cDNA pairs from tumor/normal tissues obtained from 241 patients, including 50 breast carcinomas, confirmed the breast-restricted expression and showed a clear overexpression in 52% of breast cancer samples. The expression profile of CYP4Z2P was similar to that of CYP4Z1 with preference in breast carcinoma and mammary gland but a lower expression level in general. Immunoblot analyses with a specific antiserum for CYP4Z1 clearly demonstrated protein expression in mammary gland and breast carcinoma tissue specimens as well as in CYP4Z1-transduced cell lines.

BAGE2 | TPTE | PMID: 12909339 | The 1.5-Mb proximal domain: (i) is a patchwork of chromosome duplications; (ii) shares sequence similarity with several chromosomes; (iii) contains several gene fragments (truncated genes having an intron/exon structure) intermingled with retrotransposed pseudogenes; and (iv) harbours two genes (TPTE and BAGE2) that belong to gene families and have a cancer and/or testis expression profile. The TPTE gene family was generated before the branching of Old World monkeys from the great ape lineage, by intra- and interchromosome duplications of the ancestral TPTE gene mapping to phylogenetic chromosome XIII.

NATP | NAT1 | PMID: 12595154 | org Arylamine N-acetyltransferase (NAT) enzymes catalyze the addition of an acetyl group from acetyl-CoA to a terminal nitrogen on a suitable substrate such as environmentally relevant compounds and pharmaceuticals. In human, there are two highly polymorphic active allozymes, NAT1 and -2, and one inactive pseudogene, NATP. The expression of these enzymes is tissue-specific such that NAT1 is ubiquitously expressed and NAT2 is confined mainly to liver and colorectal tissues.

ABCC13 | ABCC2 | PMID: 12445816 | The amino acid sequence corresponding to putative membrane-spanning domains was remarkably similar to ABCC1, ABCC2, ABCC3, and ABCC6. The ABCC13 gene was expressed in the fetal liver at the highest level among the organs studied. While ABCC13 was expressed in the bone marrow, its expression in peripheral blood leukocytes of adult humans was much lower and no detectable levels were observed in differentiated hematopoietic cells. The expression of ABCC13 in K562 cells decreased during cell differentiation induced by TPA.

ABCC13 | ABCC6 | PMID: 12445816 | The amino acid sequence corresponding to putative membrane-spanning domains was remarkably similar to ABCC1, ABCC2, ABCC3, and ABCC6. The ABCC13 gene was expressed in the fetal liver at the highest level among the organs studied. While ABCC13 was expressed in the bone marrow, its expression in peripheral blood leukocytes of adult humans was much lower and no detectable levels were observed in differentiated hematopoietic cells. The expression of ABCC13 in K562 cells decreased during cell differentiation induced by TPA.

ABCC13 | ABCC3 | PMID: 12445816 | The amino acid sequence corresponding to putative membrane-spanning domains was remarkably similar to ABCC1, ABCC2, ABCC3, and ABCC6. The ABCC13 gene was expressed in the fetal liver at the highest level among the organs studied. While ABCC13 was expressed in the bone marrow, its expression in peripheral blood leukocytes of adult humans was much lower and no detectable levels were observed in differentiated hematopoietic cells. The expression of ABCC13 in K562 cells decreased during cell differentiation induced by TPA.

MORF4 | T | PMID: 12407449 | We have identified multiple MORF4 alleles in several cell lines and tissues by sequencing and have failed to detect any cancer-specific mutations in three of the complementation group B lines (HeLa, T98G, and J82). Furthermore, MORF4 was heterozygous in these lines. These results question whether MORF4 is the chromosome 4 mortality gene.

TNXA | TNXB | PMID: 12354783 | 2002 Oct 1;11(21):2581-90. Carriership of a defective tenascin-X gene in steroid 21-hydroxylase deficiency patients: TNXB -TNXA hybrids in apparent large-scale gene conversions. Koppens PF(1), Hoogenboezem T, Degenhart HJ. Author information: (1)Department of Paediatrics, Erasmus MC-Sophia, Rotterdam, The Netherlands. koppens@kgk.

CYP21A1P | CYP21A2 | PMID: 12354783 | The typical number of repeats of the CYP21/C4 region is two, with one repeat carrying CYP21A2 and the other carrying the highly homologous pseudogene CYP21A1P. By comparison with this standard, three categories of CYP21A2 defects have traditionally been distinguished: CYP21A2 deletions, large-scale gene conversions of CYP21A2 into a structure similar to CYP21A1P, and smaller mutations in CYP21A2 (also derived from CYP21A1P, by means of small-scale gene conversions). The genetic mechanisms suggested by these designations have originally been inferred from the layout of the haplotypes involved and were later confirmed by observation of deletions and small mutations, but not large-scale conversions, as de novo events.

CYP21A1P | CYP21A2 | PMID: 12354783 | Currently available data on the structure of 'deletion' and 'large-scale conversion' chromosomes strongly suggests that both are the result of the same mechanism, namely unequal meiotic crossover. Since it is unlikely that the term 'large-scale gene conversion' describes a mechanism that actually occurs between the CYP21A2 and CYP21A1P genes, we propose the discontinuation of that terminology. PMID: 12354783  [Indexed for MEDLINE] 4048. Int J Parasitol.

SSX6 | SSX3 | PMID: 12216073 | SSX1, 2, 4 and 5 mRNA expression can be induced in cell lines by 5-aza-2-deoxycytidine or Trichostatin A. These agents also induce SSX6, but not SSX3, 7, 8 or 9 in the tumor cell lines tested, indicating that mechanisms other than methylation or histone acetylation may be responsible for the repressed state of some SSX genes. Copyright 2002 Wiley-Liss, Inc. DOI: 10.1002/ijc.

HLA-H | C2 | PMID: 11987829 | The expression of protein products of HLA-E and -F genes on some cells and tissues, their polymorphism, and also their biological functions in organisms were qualified by the use of molecular technics. The kind and frequency of occurrence of mutations 845 A (C282Y) and 187 G (H63D) in gene HLA-H were analysed, and in this context some genetic aspects of hereditary hemochromatozy (HH) were discussed. PMID: 11987829  [Indexed for MEDLINE] 4148. J Biol Chem.

CYP2D7 | CYP2D6 | PMID: 11779102 | Investigation of the role of CYP2D6 mRNA for expression and the possibility of using mRNA expression as a surrogate marker has been hampered by the presence of two pseudogenes, CYP2D7P and CYP2D8P. We therefore developed highly specific TaqMan real-time reverse transcriptase-PCR assays for the discriminative quantification of CYP2D6 and CYP2D7/8P transcripts. By in vitro transcription of plasmids containing the CYP2D6 cDNA or a hybrid CYP2D6/7 cDNA constructed by in vitro mutagenesis, authentic cRNAs were synthesized to be used for specificity testing and for absolute quantification.

HYALP1 | SPAM1 | PMID: 11731267 | Three genes (HYAL1, HYAL2 and HYAL3) are clustered on chromosome 3p21.3, and another two genes (HYAL4 and PH-20/SPAM1) and one expressed pseudogene (HYALP1) are similarly clustered on chromosome 7q31.3.

GPR79 | GPR1 | PMID: 11574155 | Author information: (1)Department of Pharmacology, University of Toronto, Toronto, Ontario, M5S 1A8, Canada. We report the identification, cloning and tissue distributions of ten novel human genes encoding G protein-coupled receptors (GPCRs) GPR78, GPR80, GPR81, GPR82, GPR93, GPR94, GPR95, GPR101, GPR102, GPR103 and a pseudogene, psi GPR79. Each novel orphan GPCR (oGPCR) gene was discovered using customized searches of the GenBank high-throughput genomic sequences database with previously known GPCR-encoding sequences.

GPR79 | GPR101 | PMID: 11574155 | Author information: (1)Department of Pharmacology, University of Toronto, Toronto, Ontario, M5S 1A8, Canada. We report the identification, cloning and tissue distributions of ten novel human genes encoding G protein-coupled receptors (GPCRs) GPR78, GPR80, GPR81, GPR82, GPR93, GPR94, GPR95, GPR101, GPR102, GPR103 and a pseudogene, psi GPR79. Each novel orphan GPCR (oGPCR) gene was discovered using customized searches of the GenBank high-throughput genomic sequences database with previously known GPCR-encoding sequences.

DHFRP1 | SS18 | PMID: 11435705 | Through sequence and mutation analyses this gene could be excluded as a candidate gene for 3p21-associated renal cell cancer. In addition, we created a detailed BAC map around the human SS18 gene, placing it unequivocally between the CA-repeat marker AFMc014wf9 and the dihydrofolate reductase pseudogene DHFRP1. The next gene in this map, located distal to SS18, was found to be the TBP associated factor TAFII-105 (TAF2C2).

OR7E14P | RPS13 | PMID: 11306805 | Six genes and 13 novel transcripts including ESTs, cDNAs and exons have been identified and assigned to this region. Comparison of mRNA sequence with genomic sequence has enabled us to determine the exon/intron structure of four of the genes (NUCB2, PIK3C2A, RPS13 and OR7E14P). DOI: 56877 PMID: 11306805  [Indexed for MEDLINE] 4424.

OR7E14P | PIK3C2A | PMID: 11306805 | Six genes and 13 novel transcripts including ESTs, cDNAs and exons have been identified and assigned to this region. Comparison of mRNA sequence with genomic sequence has enabled us to determine the exon/intron structure of four of the genes (NUCB2, PIK3C2A, RPS13 and OR7E14P). DOI: 56877 PMID: 11306805  [Indexed for MEDLINE] 4424.

OR7E14P | NUCB2 | PMID: 11306805 | Six genes and 13 novel transcripts including ESTs, cDNAs and exons have been identified and assigned to this region. Comparison of mRNA sequence with genomic sequence has enabled us to determine the exon/intron structure of four of the genes (NUCB2, PIK3C2A, RPS13 and OR7E14P). DOI: 56877 PMID: 11306805  [Indexed for MEDLINE] 4424.

OR7E12P | OR3A1 | PMID: 11063259 | The nomenclature consists of the root symbol 'OR', followed by a family numeral, subfamily letter(s), and a numeral representing the individual gene within the subfamily. For example, OR3A1 is an OR gene of family 3, subfamily A, and OR7E12P is an OR pseudogene of family 7, subfamily E. The symbol is to be preceded by a species indicator.

NATP | NAT1 | PMID: 11060463 | Arylamine N-acetyltransferases (NATs) catalyse acetylation reactions which can result in either detoxification or activation of arylamine carcinogens. The human NAT loci (NAT1, NAT2, and a pseudogene, NATP) have been mapped to human chromosome 8p22, a region frequently deleted in tumours. There are three functional genes in mice (Nat1, Nat2, and Nat3) encoding for three NAT isoenzymes.

NATP | NAT2 | PMID: 11060463 | Arylamine N-acetyltransferases (NATs) catalyse acetylation reactions which can result in either detoxification or activation of arylamine carcinogens. The human NAT loci (NAT1, NAT2, and a pseudogene, NATP) have been mapped to human chromosome 8p22, a region frequently deleted in tumours. There are three functional genes in mice (Nat1, Nat2, and Nat3) encoding for three NAT isoenzymes.

TUBG1P | TUBG2 | PMID: 10903841 | Despite the central role of gamma-tubulin in the organization of the microtubule cytoskeleton, the gamma-tubulin gene family in humans has not been characterized. We now report the identification of a second expressed human gamma-tubulin gene (TUBG2) and a gamma-tubulin pseudogene (TUBG1P) in addition to the previously identified gamma-tubulin gene (TUBG1). Evidence from Southern hybridizations suggests that there are probably no additional gamma-tubulin sequences in the human genome.

UGT2B27P | UGT2B7 | PMID: 10833461 | To isolate this gene, a P-1 artificial chromosome (PAC) library was screened with a full length UGT2B7 probe and a clone of approximately 100 kb in length was isolated. In addition to the UGT2B7 gene, this PAC contains two other UGT2B genes previously characterized, namely UGT2B26P and UGT2B27P. The UGT2B7 gene is composed of six exons spanning approximately 16 kb, with introns ranging from 0.

TNXA | SKI | PMID: 10686478 | The intergenic region between mouse SLP and C4 genes is more than six times larger than the corresponding region in humans. It contains the functional gene steroid CYP21A, long stretches of repetitive DNA elements, and three partially duplicated gene segments TNXA, SKI2W2 and RP2. The modular duplications of human and mouse RP-C4-CYP21-TNX (RCCX) are sharply different as SKI2W2 is absent in the human MCGC, and TNXA and RP2 are smaller in size but higher in sequence conservation in humans. Copyright 2000 S.

TNXA | RP2 | PMID: 10686478 | The intergenic region between mouse SLP and C4 genes is more than six times larger than the corresponding region in humans. It contains the functional gene steroid CYP21A, long stretches of repetitive DNA elements, and three partially duplicated gene segments TNXA, SKI2W2 and RP2. The modular duplications of human and mouse RP-C4-CYP21-TNX (RCCX) are sharply different as SKI2W2 is absent in the human MCGC, and TNXA and RP2 are smaller in size but higher in sequence conservation in humans. Copyright 2000 S.

TNXA | SKI | PMID: 10686478 | It contains the functional gene steroid CYP21A, long stretches of repetitive DNA elements, and three partially duplicated gene segments TNXA, SKI2W2 and RP2. The modular duplications of human and mouse RP-C4-CYP21-TNX (RCCX) are sharply different as SKI2W2 is absent in the human MCGC, and TNXA and RP2 are smaller in size but higher in sequence conservation in humans. Copyright 2000 S. Karger AG, Basel DOI: 19119 PMID: 10686478  [Indexed for MEDLINE] 4706.

TNXA | RP2 | PMID: 10686478 | It contains the functional gene steroid CYP21A, long stretches of repetitive DNA elements, and three partially duplicated gene segments TNXA, SKI2W2 and RP2. The modular duplications of human and mouse RP-C4-CYP21-TNX (RCCX) are sharply different as SKI2W2 is absent in the human MCGC, and TNXA and RP2 are smaller in size but higher in sequence conservation in humans. Copyright 2000 S. Karger AG, Basel DOI: 19119 PMID: 10686478  [Indexed for MEDLINE] 4706.

RFPL1S | RFPL3S | PMID: 10508838 | We identified 6-kb and 1.2-kb noncoding antisense mRNAs of RFPL1S and RFPL3S antisense genes, respectively. The RFPL1S and RFPL3S genes cover substantial portions of their sense counterparts, which suggests that the function of RFPL1S and RFPL3S is a post-transcriptional regulation of the sense RFPL genes.

RFPL1S | RFPL3S | PMID: 10508838 | 2-kb noncoding antisense mRNAs of RFPL1S and RFPL3S antisense genes, respectively. The RFPL1S and RFPL3S genes cover substantial portions of their sense counterparts, which suggests that the function of RFPL1S and RFPL3S is a post-transcriptional regulation of the sense RFPL genes. We illustrate the role of intrachromosomal duplications in the generation of RFPL genes, which were created by a series of duplications and share an ancestor with the RING-B30 domain containing genes from the major histocompatibility complex region on human chromosome 6. PMID: 10508838  [Indexed for MEDLINE] 4799.

HYALP1 | HYAL1 | PMID: 10493834 | All of the hyaluronidase genes have unique tissue-specific expression patterns as determined by Northern blot analysis of 23 human tissues. HYAL1, HYAL2, and HYALP1 are widely expressed, but HYAL3 is differentially expressed in bone marrow and testis, while HYAL4 is differentially expressed in placenta and skeletal muscle. SPAM1 (PH-20) was detectable only in testis by Northern blot as previously reported, but was detectable in fetal and placental cDNA libraries by PCR, suggesting a possible role for this gene during embryonic development. Copyright 1999 Academic Press. DOI: 10.

HYALP1 | HYAL2 | PMID: 10493834 | All of the hyaluronidase genes have unique tissue-specific expression patterns as determined by Northern blot analysis of 23 human tissues. HYAL1, HYAL2, and HYALP1 are widely expressed, but HYAL3 is differentially expressed in bone marrow and testis, while HYAL4 is differentially expressed in placenta and skeletal muscle. SPAM1 (PH-20) was detectable only in testis by Northern blot as previously reported, but was detectable in fetal and placental cDNA libraries by PCR, suggesting a possible role for this gene during embryonic development. Copyright 1999 Academic Press. DOI: 10.

NBR2 | NBR1 | PMID: 10205276 | Characterization of associations between polymorphic sites located throughout the approximately 200-400-kb variable-length region spanning RNU2-BRCA1 reveals nearly complete linkage disequilibrium. This segment spans the RNU2 array, which includes 6-30 tandem copies of the U2 snRNA gene, and an adjacent region containing NBR1, the LBRCA1 pseudogene, NBR2, and BRCA1 in a tandemly duplicated structure. A series of biallelic polymorphisms define two common haplotypes that do not vary significantly, in structure or frequency, between populations of primarily European (n=275) or Asian (n=34) ancestry.

TNXA | RP2 | PMID: 10207042 | As shown by definitive RFLPs, the tandemly arranged genes RP, C4, CYP21, and TNX are duplicated together as a discrete genetic unit termed the RCCX module. Duplications of the RCCX modules occurred by the addition of genomic fragments containing a long (L) or a short (S) C4 gene, a CYP21A or a CYP21B gene, and the gene fragments TNXA and RP2. Four major RCCX structures with bimodular L-L, bimodular L-S, monomodular L, and monomodular S are present in the Caucasian population.

TNXA | TNXB | PMID: 10207042 | The RCCX modular variations appear to be a root cause for the acquisition of deleterious mutations from pseudogenes or gene segments in the RCCX to their corresponding functional genes. In a patient with congenital adrenal hyperplasia, we discovered a TNXB-TNXA recombinant with the deletion of RP2-C4B-CYP21B. Elucidation of the DNA sequence for the recombination breakpoint region and sequence analyses yielded definitive proof for an unequal crossover between TNXA from a bimodular chromosome and TNXB from a monomodular chromosome. PMID: 10207042  [Indexed for MEDLINE] 4902.

TNXA | RP2 | PMID: 10207042 | The RCCX modular variations appear to be a root cause for the acquisition of deleterious mutations from pseudogenes or gene segments in the RCCX to their corresponding functional genes. In a patient with congenital adrenal hyperplasia, we discovered a TNXB-TNXA recombinant with the deletion of RP2-C4B-CYP21B. Elucidation of the DNA sequence for the recombination breakpoint region and sequence analyses yielded definitive proof for an unequal crossover between TNXA from a bimodular chromosome and TNXB from a monomodular chromosome. PMID: 10207042  [Indexed for MEDLINE] 4902.

TNXA | RP2 | PMID: 10072631 | These four genes form a genetic unit termed the RCCX module. In an RCCX bimodular structure, the pseudogene CYP21A, and partially duplicated gene segments TNXA and RP2 are present between the two C4 loci. The RCCX modular variations in gene number and gene size contributed to unequal crossovers and exchanges of polymorphic sequences/mutations, resulting in the homogenization of C4 polymorphisms and acquisitions of deleterious mutations in RP1, C4A, C4B, CYP21B and TNXB genes. RD, SKI2W, DOM3Z and RP1 are the four novel genes found between Bf and C4.

GSTT2 | GSTP1 | PMID: 9679545 | 1998 Apr 24;111-112:83-9. Genetic heterogeneity of the structure and function of GSTT2 and GSTP1. Board P(1), Harris M, Flanagan J, Langton L, Coggan M. Author information: (1)Department of Molecular Genetics, John Curtin School of Medical Research, Australian National University, Canberra, Australia. In this study new methods for the detection of two polymorphic sites in the GSTP1 coding region have been developed.

NBR2 | BRCA1 | PMID: 9215675 | uk To study the regulation of BRCA1 gene expression and the potential importance of dysregulation of this gene in breast and ovarian cancer, we have examined the 5' region of the human BRCA1 gene in detail. We have identified a new gene, NBR2, which is partially related to the NBR1 gene (formerly known as 1A1-3B and mapping directly adjacent to the pseudo-BRCA1 gene) and which lies head to head with the BRCA1 gene. The physical distance between the transcription start sites of the NBR2 and BRCA1 genes is 218 bp, suggesting that regulation of the expression of both genes may be co-ordinated through a bi-directional promoter.

NBR2 | BRCA1 | PMID: 9215675 | We have identified a new gene, NBR2, which is partially related to the NBR1 gene (formerly known as 1A1-3B and mapping directly adjacent to the pseudo-BRCA1 gene) and which lies head to head with the BRCA1 gene. The physical distance between the transcription start sites of the NBR2 and BRCA1 genes is 218 bp, suggesting that regulation of the expression of both genes may be co-ordinated through a bi-directional promoter. The NBR2 gene contains five exons spanning a genomic region of approximately 30 kb between the BRCA1 and pseudo-BRCA1 genes.

NBR2 | BRCA1 | PMID: 9215675 | The NBR2 gene contains five exons spanning a genomic region of approximately 30 kb between the BRCA1 and pseudo-BRCA1 genes. Northern analysis showed that the NBR2 gene is expressed in all the tissues examined. The NBR2 cDNA contains an open reading frame of 112 amino acids and is predicted to encode a protein of approximately 12 kDa.

CYP2D7 | CYP2D6 | PMID: 9210651 | Author information: (1)Department of Environmental Health and Toxicology, University at Albany, State University of New York 12201, USA. The human cytochrome P450 (CYP) 2D subfamily comprises the CYP2D6 gene and four pseudogenes, CYP2D7P1 and 2 and CYP2D8P1 and 2. The CYP2D6 gene product is a prominent drug-metabolizing enzyme, which is probably constitutive and has no known inducing agents.

CYP2D8P | CYP2D6 | PMID: 9210651 | Author information: (1)Department of Environmental Health and Toxicology, University at Albany, State University of New York 12201, USA. The human cytochrome P450 (CYP) 2D subfamily comprises the CYP2D6 gene and four pseudogenes, CYP2D7P1 and 2 and CYP2D8P1 and 2. The CYP2D6 gene product is a prominent drug-metabolizing enzyme, which is probably constitutive and has no known inducing agents.

CYP2D7 | CYP2D6 | PMID: 9210651 | A full-length mRNA (exons 5 to 8), and variants c (exon 6 deleted), b' (3' portion of exon 6 deleted), e (3' portion of exon 6 deleted, 3' 57-bp portion of intron 6 included), d (3' 57-bp portion of intron 6 included), and b (intron 6 included) were characterized and quantitated. Variant c was derived from CYP2D6, variants d, e, and b were from CYP2D7P, and variant b' and full-length mRNA were derived from both CYP2D6 and 2D7P. Full-length mRNA was a minor form in human breast tissue where variants b' and c predominated.

CYP2D7 | CYP2D6 | PMID: 9205060 | Allelic variants of the CYP2D6 gene, a member of the cytochrome P450 gene superfamily, have been implicated in susceptibility to lung carcinogenesis. Human breast CYP2D6 and CYP2D7P (from a pseudogene) mRNAs were previously reported to be expressed as a series of splice variants. In this study, the expression of full-length and splice variants of these mRNAs in human lung tissue and tumors are reported for the first time and are compared in order to probe the potential for differential CYP2D6 regulation in lung normal tissue and tumors.

